make,model,inventory_location,model_code,year,transmission,color,drive,doors,steering,seats,engine_type,body_type,engine_size,mileage,fuel,fob_price,total_price
TOYOTA,COROLLA FIELDER,Hakata - Japan,DBA-NZE141G,2009/11,AT,Silver,2WD,5,RHD,5,1NZ,Station Wagon,"1,490cc","244,000km",PETROL,3300,4889
TOYOTA,SUCCEED VAN,Yokohama - Japan,DBE-NCP165V,2015/5,AT,Green(L),4WD,5,RHD,2[5],1NZ,Van,"1,490cc","120,000km",PETROL,3300,4788
TOYOTA,HIACE WAGON,Hakata - Japan,GF-RZH101G,2000/6,AT,Pearl2,2WD,4,RHD,8,2RZ,Wagon,"2,430cc","219,000km",PETROL,3290,5244
HONDA,CRV,Kobe - Japan,DBA-RE3,2010/3,AT,Black,2WD,5,RHD,5,K24A,SUV,"2,350cc","146,000km",PETROL,3290,5088
TOYOTA,ALPHARD,Hakata - Japan,DBA-ANH20W,2010/10,AT,Pearl,2WD,5,RHD,8,2AZ,Mini Van,"2,360cc","145,000km",PETROL,3290,5349
HONDA,CRV,Osaka - Japan,DBA-RE3,2010/5,AT,Black,2WD,5,RHD,5,K24A,SUV,"2,350cc","114,000km",PETROL,3290,5088
TOYOTA,ALPHARD,Hakata - Japan,DBA-ANH20W,2009/10,AT,Gray,2WD,5,RHD,7,2AZ,Mini Van,"2,360cc","148,000km",PETROL,3290,5349
NISSAN,CARAVAN,Hakata - Japan,KR-VWE25,2006/10,MT,Silver,2WD,4,RHD,3[6],ZD30,Van,"2,950cc","232,000km",DIESEL,3290,5244
TOYOTA,COROLLA RUMION,Nagoya - Japan,DBA-NZE151N,2014/3,AT,Black,2WD,5,RHD,5,1NZ,Mini Van,"1,490cc","165,000km",PETROL,3290,4882
BMW,5 SERIES,Hakata - Japan,DBA-FP25,2010/9,AT,Gray,2WD,4,RHD,5,N52B25A,Sedan,"2,490cc","41,000km",PETROL,3290,5087
MITSUBISHI,PAJERO,Kobe - Japan,LA-V73W,2005/3,AT,Black,4WD,5,RHD,7,6G72,SUV,"2,970cc","199,000km",PETROL,3290,5348
TOYOTA,SUCCEED VAN,Kobe - Japan,DBE-NCP160V,2015/1,AT,White,2WD,5,RHD,2[5],1NZ,Van,"1,490cc","166,000km",PETROL,3280,4768
TOYOTA,ALPHARD,Yokohama - Japan,TA-MNH10W,2007/2,AT,Black,2WD,5,RHD,7,1MZ,Mini Van,"2,990cc","133,000km",PETROL,3280,5338
TOYOTA,NOAH,Osaka - Japan,DBA-ZRR70W,2010/1,AT,Black,2WD,5,RHD,8,3ZR,Wagon,"1,980cc","114,000km",PETROL,3280,5181
SUBARU,FORESTER,Yokohama - Japan,DBA-SH5,2008/1,AT,Red,4WD,5,RHD,5,EJ20,SUV,"1,990cc","123,000km",PETROL,3270,5067
MAZDA,BONGO VAN,Hakata - Japan,DBF-SLP2V,2016/12,AT,White,2WD,5,RHD,2,L8,Van,"1,790cc","129,000km",PETROL,3270,5169
TOYOTA,VITZ,Osaka - Japan,DBA-NSP130,2015/12,AT,Black,2WD,5,RHD,5,1NR,Hatchback,"1,320cc","82,000km",PETROL,3270,4654
NISSAN,NV150 AD 2018,Hakata - Japan,DBF-VY12,2019/1,AT,Silver,2WD,5,RHD,2[5],HR15,Van,"1,490cc","86,000km",PETROL,3270,4858
TOYOTA,SUCCEED VAN,Yokohama - Japan,DBE-NCP51V,2013/2,AT,White,2WD,5,RHD,2[5],1NZ,Van,"1,490cc","206,000km",PETROL,3270,4758
TOYOTA,COROLLA AXIO,Kobe - Japan,DBA-NZE141,2009/11,AT,Blue(D),2WD,4,RHD,5,1NZ,Sedan,"1,490cc","82,000km",PETROL,3270,4757
HONDA,ACCORD HYBRID,Nagoya - Japan,DAA-CR6,2014/7,AT,Black,2WD,4,RHD,5,LFA-MF8,Sedan,"1,990cc","160,000km",HYBRID(PETROL),3260,5055
MAZDA,DEMIO,Nagoya - Japan,LDA-DJ5FS,2016/7,AT,Blue(D),2WD,5,RHD,5,S5,Hatchback,"1,490cc","119,000km",DIESEL,3260,4746
MITSUBISHI,MIRAGE 2019,Yokohama - Japan,DBA-A03A,2019/11,AT,White,2WD,5,RHD,5,3A92,Hatchback,"1,190cc","133,000km",PETROL,3260,4642
TOYOTA,COROLLA AXIO,Yokohama - Japan,DBA-NZE161,2012/8,AT,Silver,2WD,4,RHD,5,1NZ,Sedan,"1,490cc","173,000km",PETROL,3260,4747
MAZDA,ATENZA SEDAN,Nagoya - Japan,LDA-GJ2FP,2014/9,AT,Black,2WD,4,RHD,5,SH,Sedan,"2,180cc","145,000km",DIESEL,3260,4954
MAZDA,CX5,Yokohama - Japan,LDA-KE2FW,2012/5,AT,Black,2WD,5,RHD,5,SH,SUV,"2,180cc","229,000km",DIESEL,3260,5159
TOYOTA,SUCCEED VAN,Yokohama - Japan,DBE-NCP160V,2015/6,AT,Silver,2WD,5,RHD,2[5],1NZ,Van,"1,490cc","273,000km",PETROL,3260,4747
TOYOTA,VITZ,Osaka - Japan,DBA-NSP130,2015/2,AT,Pink,2WD,5,RHD,5,1NR,Hatchback,"1,320cc","115,000km",PETROL,3260,4644
TOYOTA,PRIUS ALPHA,Yokohama - Japan,DAA-ZVW41W,2012/4,AT,Black,2WD,5,RHD,5,2ZR-5JM,Station Wagon,"1,790cc","179,000km",HYBRID(PETROL),3260,4955
SUBARU,IMPREZA SPORT 2018,Kobe - Japan,DBA-E12,2017/2,AT,Gray,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","97,000km",PETROL,3260,4746
TOYOTA,VITZ,Nagoya - Japan,DBA-NSP130,2014/3,AT,Red,2WD,5,RHD,5,1NR,Hatchback,"1,320cc","100,000km",PETROL,3260,4644
NISSAN,SERENA,Yokohama - Japan,DBA-C26,2015/12,AT,White,2WD,5,RHD,8,MR20,Mini Van,"1,990cc","237,000km",PETROL,3250,5150
TOYOTA,COROLLA FIELDER,Nagoya - Japan,DBA-NZE141G,2010/3,AT,Black,2WD,5,RHD,,,Station Wagon,"1,500cc","205,000km",PETROL,3250,4838
MAZDA,AXELA SPORT,Hakata - Japan,LDA-BM2FS,2016/2,AT,Red,2WD,5,RHD,5,SH,Hatchback,"2,180cc","193,000km",DIESEL,3240,4830
TOYOTA,COROLLA RUNX,Yokohama - Japan,DBA-NZE121,2006/2,AT,Silver,2WD,5,RHD,5,1NZ,Hatchback,"1,490cc","85,000km",PETROL,3240,4725
TOYOTA,RACTIS,Nagoya - Japan,DBA-NCP120,2015/11,AT,Blue(D),2WD,5,RHD,5,1NZ,Hatchback,"1,490cc","60,000km",PETROL,3240,4726
SUBARU,IMPREZA SPORT,Kobe - Japan,DBA-GP6,2015/3,AT,Black,2WD,5,RHD,5,FB20,Hatchback,"1,990cc","121,000km",PETROL,3240,4828
MITSUBISHI,CANTER TRUCK,Nagoya - Japan,PA-FB70BB,2006/2,AT,White,2WD,2,RHD,3,4M42,Truck,"2,970cc","456,000km",DIESEL,3240,5193
TOYOTA,VITZ,Hakata - Japan,DBA-KSP130,2016/2,AT,White,2WD,5,RHD,5,1KR,Hatchback,990cc,"206,000km",PETROL,3240,4624
TOYOTA,COROLLA AXIO,Hakata - Japan,DBA-NZE141,2010/6,AT,Silver,2WD,4,RHD,5,1NZ,Sedan,"1,490cc","126,000km",PETROL,3230,4717
MITSUBISHI,RVR,Yokohama - Japan,DBA-GA3W,2010/3,AT,Gray,2WD,5,RHD,5,4B10,SUV,"1,790cc","79,000km",PETROL,3230,4922
SUBARU,IMPREZA G4,Hakata - Japan,DBA-GJ2,2015/6,AT,Pearl,2WD,4,RHD,,,Sedan,"1,600cc","68,000km",PETROL,3230,4819
TOYOTA,PROBOX VAN,Yokohama - Japan,CBE-NCP51V,2007/2,AT,Silver,2WD,5,RHD,2[5],1NZ,Van,"1,490cc","141,000km",PETROL,3230,4717
TOYOTA,KLUGER,Nagoya - Japan,TA-MCU25W,2001/1,AT,Black,4WD,5,RHD,5,1MZ,SUV,"2,990cc","241,000km",PETROL,3220,5120
MAZDA,CX5,Hakata - Japan,LDA-KE2FW,2013/1,AT,Wine,2WD,5,RHD,5,SH,SUV,"2,180cc","155,000km",DIESEL,3220,5118
TOYOTA,SUCCEED VAN,Nagoya - Japan,DBE-NCP51V,2012/2,AT,Blue(D),2WD,5,RHD,2[5],1NZ,Van,"1,490cc","127,000km",PETROL,3220,4707
TOYOTA,SUCCEED VAN,Yokohama - Japan,DBE-NCP160V,2014/12,AT,Silver,2WD,5,RHD,2[5],1NZ,Van,"1,490cc","125,000km",PETROL,3220,4707
MAZDA,PREMACY,Yokohama - Japan,DBA-CWFFW,2015/11,AT,Brown,2WD,5,RHD,7,PE,Mini Van,"1,990cc","61,000km",PETROL,3220,4914
SUBARU,XV,Nagoya - Japan,DBA-GP7,2013/11,AT,Orange,4WD,5,RHD,5,FB20,SUV,"1,990cc","93,000km",PETROL,3220,4912
MAZDA,DEMIO,Kobe - Japan,LDA-DJ5FS,2016/9,AT,Blue(L),2WD,5,RHD,5,S5,Hatchback,"1,490cc","91,000km",DIESEL,3220,4705
TOYOTA,CROWN,Yokohama - Japan,DBA-GRS200,2008/6,AT,Blue(D),2WD,4,RHD,5,4GR,Sedan,"2,490cc","126,000km",PETROL,3220,4914
TOYOTA,CROWN,Osaka - Japan,DBA-GRS200,2008/3,AT,Black,2WD,4,RHD,,,Sedan,"2,500cc","88,000km",PETROL,3220,4914
SUZUKI,SX4 S CROSS,Nagoya - Japan,DBA-YA22S,2015/8,AT,Black,2WD,5,RHD,5,M16A,Hatchback,"1,580cc","144,000km",PETROL,3210,4800
TOYOTA,SUCCEED VAN,Osaka - Japan,DBE-NCP51V,2013/11,AT,Beige,2WD,5,RHD,2[5],1NZ,Van,"1,490cc","218,000km",PETROL,3210,4697
TOYOTA,SUCCEED WAGON,Nagoya - Japan,DBA-NCP58G,2012/1,AT,Blue(D),2WD,5,RHD,5,1NZ,Station Wagon,"1,490cc","105,000km",PETROL,3200,4687
TOYOTA,PROBOX VAN,Yokohama - Japan,DBE-NCP165V,2015/7,AT,White,4WD,5,RHD,2[5],1NZ,Station Wagon,"1,490cc","279,000km",PETROL,3200,4687
MERCEDES,C CLASS,Kobe - Japan,DBA-204041,2008/4,AT,Silver,2WD,4,RHD,5,271,Sedan,"1,790cc","87,000km",PETROL,3200,4789
TOYOTA,COROLLA FIELDER,Osaka - Japan,DBA-NZE141G,2010/2,AT,Black,2WD,5,RHD,5,1NZ,Station Wagon,"1,490cc","204,000km",PETROL,3200,4788
TOYOTA,SUCCEED VAN,Kobe - Japan,DBE-NCP51V,2011/10,AT,White,2WD,5,RHD,2[5],1NZ,Van,"1,490cc","155,000km",PETROL,3200,4687
NISSAN,SERENA,Kobe - Japan,DAA-HC26,2016/6,AT,Pearl,2WD,5,RHD,8,MR20-SM23,Mini Van,"1,990cc","125,000km",HYBRID(PETROL),3200,5099
MITSUBISHI,RVR,Osaka - Japan,DBA-GA3W,2011/6,AT,Black,2WD,5,RHD,5,4B10,SUV,"1,790cc","172,000km",PETROL,3200,4891
MAZDA,DEMIO,Yokohama - Japan,DBA-DJ3FS,2014/9,AT,Blue,2WD,5,RHD,5,P3,Hatchback,"1,290cc","79,000km",PETROL,3200,4685
NISSAN,NOTE,Yokohama - Japan,DBA-NE12,2016/9,AT,Pearl,4WD,5,RHD,5,HR12,Hatchback,"1,190cc","117,000km",PETROL,3200,4686
TOYOTA,IST,Nagoya - Japan,CBA-NCP60,2004/6,AT,Red,2WD,5,RHD,5,2NZ,Hatchback,"1,290cc","45,000km",PETROL,3190,4573
SUBARU,IMPREZA SPORT 2018,Yokohama - Japan,DBA-E12,2017/7,AT,Silver,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","106,000km",PETROL,3190,4676
BMW,2 SERIES,Hakata - Japan,LDA-2C20,2015/12,AT,Black,2WD,5,RHD,5,B47C20A,Hatchback,"1,990cc","97,000km",DIESEL,3190,4881
MAZDA,DEMIO,Yokohama - Japan,DBA-DJ3FS,2015/9,AT,Pearl,2WD,5,RHD,5,P3,Hatchback,"1,290cc","104,000km",PETROL,3190,4675
MAZDA,ATENZA SEDAN,Hakata - Japan,LDA-GJ2FP,2014/7,AT,Blue(D),2WD,4,RHD,5,SH,Sedan,"2,180cc","123,000km",DIESEL,3180,4873
TOYOTA,NOAH,Osaka - Japan,DBA-ZRR70W,2010/5,AT,Black,2WD,5,RHD,8,3ZR,Wagon,"1,980cc","135,000km",PETROL,3180,5079
TOYOTA,COROLLA RUMION,Nagoya - Japan,DBA-ZRE152N,2013/4,AT,Black,2WD,5,RHD,5,2ZR,Mini Van,"1,790cc","123,000km",PETROL,3180,4770
TOYOTA,COROLLA,Nagoya - Japan,E-AE110,1997/7,AT,Gray,2WD,4,RHD,5,5A,Sedan,"1,490cc","109,000km",PETROL,3180,4564
TOYOTA,PASSO,Kobe - Japan,DBA-M700A,2016/4,AT,Red,2WD,5,RHD,5,1KR,Hatchback,990cc,"45,000km",PETROL,3180,4561
TOYOTA,SUCCEED WAGON,Nagoya - Japan,CBA-NCP58G,2004/3,AT,Black,2WD,5,RHD,5,1NZ,Station Wagon,"1,490cc","136,000km",PETROL,3180,4667
MAZDA,DEMIO,Yokohama - Japan,DBA-DJ3AS,2016/3,AT,Purple,4WD,5,RHD,5,P3,Hatchback,"1,290cc","144,000km",PETROL,3170,4655
TOYOTA,PREMIO,Yokohama - Japan,CBA-ZZT245,2005/5,AT,Silver,4WD,4,RHD,5,1ZZ,Sedan,"1,790cc","109,000km",PETROL,3170,4758
NISSAN,NOTE,Yokohama - Japan,DBA-E12,2015/12,AT,Silver,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","20,000km",PETROL,3170,4655
VOLKSWAGEN,GOLF,Nagoya - Japan,DBA-AUCJZ,2015/9,AT,Red,2WD,5,RHD,5,CJZ,Hatchback,"1,190cc","97,000km",PETROL,3170,4861
SUBARU,IMPREZA SPORT,Hakata - Japan,DBA-GP2,2016/3,AT,Blue(D),2WD,5,RHD,5,FB16,Hatchback,"1,590cc","118,000km",PETROL,3170,4757
MAZDA,DEMIO,Nagoya - Japan,LDA-DJ5FS,2016/7,AT,Black,4WD,5,RHD,5,S5,Hatchback,"1,490cc","140,000km",DIESEL,3170,4655
TOYOTA,VITZ,Yokohama - Japan,DBA-NCP131,2012/11,MT,Silver,2WD,5,RHD,5,1NZ,Hatchback,"1,490cc","181,000km",PETROL,3170,4553
SUBARU,FORESTER,Nagoya - Japan,DBA-SH5,2010/7,AT,Gold,4WD,5,RHD,5,EJ20,SUV,"1,990cc","148,000km",PETROL,3160,4955
TOYOTA,COROLLA AXIO,Nagoya - Japan,DBA-NZE141,2010/3,AT,Silver,2WD,4,RHD,5,1NZ,Sedan,"1,490cc","71,000km",PETROL,3160,4646
MITSUBISHI,OUTLANDER PHEV,Hakata - Japan,DLA-GG2W,2013/2,AT,Black,4WD,5,RHD,5,4B11-S61-Y61,SUV,"1,990cc","217,000km",PLUG-IN HYBRID(PETROL),3160,5058
TOYOTA,CAMRY,Kobe - Japan,DBA-ACV40,2006/2,AT,Silver,2WD,4,RHD,5,2AZ,Sedan,"2,360cc","100,000km",PETROL,3160,4853
VOLVO,XC60,Nagoya - Japan,CBA-DB4204TXC,2011/6,AT,Black,2WD,5,RHD,5,B4204T,SUV,"1,990cc","152,000km",PETROL,3160,5060
TOYOTA,COROLLA FIELDER,Osaka - Japan,DBA-NZE141G,2009/2,AT,Black,2WD,5,RHD,5,1NZ,Station Wagon,"1,490cc","114,000km",PETROL,3160,4747
TOYOTA,IST,Yokohama - Japan,UA-NCP60,2002/11,AT,Beige,2WD,5,RHD,5,2NZ,Hatchback,"1,290cc","48,000km",PETROL,3160,4543
NISSAN,NOTE,Yokohama - Japan,DBA-NE12,2016/2,AT,Black,4WD,5,RHD,5,HR12,Hatchback,"1,190cc","72,000km",PETROL,3150,4635
TOYOTA,COROLLA FIELDER,Hakata - Japan,DBA-NZE141G,2009/2,AT,Black,2WD,5,RHD,5,1NZ,Station Wagon,"1,490cc","231,000km",PETROL,3150,4737
SUZUKI,SWIFT,Kobe - Japan,DBA-ZC72S,2015/9,AT,Gray,2WD,5,RHD,5,K12B,Hatchback,"1,240cc","47,000km",PETROL,3140,4522
TOYOTA,AURIS,Yokohama - Japan,DBA-NZE154H,2008/3,AT,Silver,4WD,5,RHD,5,1NZ,Hatchback,"1,490cc","120,000km",PETROL,3140,4728
MAZDA,TITAN,Osaka - Japan,KC-WGSAT,1998/2,MT,White,2WD,2,RHD,3,VS,Truck,"2,950cc","263,000km",DIESEL,3130,5081
NISSAN,NV350CARAVAN,Kobe - Japan,LDF-VW2E26,2013/11,AT,Gray,2WD,5,RHD,2,YD25,Van,"2,480cc","281,000km",DIESEL,3130,5082
MERCEDES,E CLASS,Yokohama - Japan,DBA-212054C,2009/10,AT,White,2WD,4,RHD,5,272M30,Sedan,"2,990cc","40,000km",PETROL,3130,4924
TOYOTA,COROLLA AXIO,Yokohama - Japan,DBA-NZE141,2008/1,AT,Blue(D),2WD,4,RHD,5,1NZ,Sedan,"1,490cc","29,000km",PETROL,3130,4616
TOYOTA,MARK X,Yokohama - Japan,DBA-GRX130,2009/11,AT,Gray,2WD,4,RHD,5,4GR,Sedan,"2,490cc","51,000km",PETROL,3130,4820
TOYOTA,COROLLA AXIO,Hakata - Japan,DBA-NZE141,2009/3,AT,Silver,2WD,4,RHD,5,1NZ,Sedan,"1,490cc","76,000km",PETROL,3130,4616
NISSAN,XTRAIL,Yokohama - Japan,DBA-NT31,2012/6,AT,Red,4WD,5,RHD,5,MR20,SUV,"1,990cc","134,000km",PETROL,3130,5028
MAZDA,DEMIO,Yokohama - Japan,LDA-DJ5FS,2014/11,MT,Blue,2WD,5,RHD,5,S5,Hatchback,"1,490cc","128,000km",DIESEL,3130,4614
NISSAN,JUKE,Yokohama - Japan,CBA-F15,2010/12,AT,Gray,2WD,5,RHD,5,MR16,SUV,"1,610cc","144,000km",PETROL,3130,4717
TOYOTA,SUCCEED WAGON,Nagoya - Japan,CBA-NCP58G,2008/2,AT,Beige,2WD,5,RHD,5,1NZ,Station Wagon,"1,490cc","177,000km",PETROL,3130,4616
SUBARU,XV,Yokohama - Japan,DBA-GP7,2014/3,AT,Beige,4WD,5,RHD,5,FB20,SUV,"1,990cc","181,000km",PETROL,3130,4820
TOYOTA,COROLLA FIELDER,Nagoya - Japan,DBA-NZE141G,2010/6,AT,Black,2WD,5,RHD,5,1NZ,Station Wagon,"1,490cc","163,000km",PETROL,3120,4707
MERCEDES,M CLASS,Osaka - Japan,GF-163154,2000/3,AT,Silver,4WD,5,RHD,5,112,SUV,"3,190cc","85,000km",PETROL,3120,5070
VOLKSWAGEN,TIGUAN,Osaka - Japan,ABA-5NCCZ,2010/11,AT,Black,4WD,5,RHD,5,CCZ,SUV,"1,980cc","84,000km",PETROL,3120,4914
BMW,5 SERIES,Nagoya - Japan,DBA-FP25,2011/10,AT,White,2WD,4,RHD,5,N52B25A,Sedan,"2,490cc","90,000km",PETROL,3120,4914
TOYOTA,PRIUS ALPHA,Yokohama - Japan,DAA-ZVW41W,2012/3,AT,Black,2WD,5,RHD,5,2ZR-5JM,Station Wagon,"1,790cc","131,000km",HYBRID(PETROL),3120,4813
TOYOTA,PRIUS ALPHA,Yokohama - Japan,DAA-ZVW41W,2012/1,AT,Black,2WD,5,RHD,5,2ZR-5JM,Station Wagon,"1,790cc","130,000km",HYBRID(PETROL),3120,4813
TOYOTA,PROBOX VAN,Nagoya - Japan,DBE-NCP50V,2014/2,AT,Silver,2WD,5,RHD,2[5],2NZ,Van,"1,290cc","140,000km",PETROL,3120,4605
NISSAN,VANETTE TRUCK,Osaka - Japan,ABF-SKP2TN,2012/12,AT,White,2WD,2,RHD,2,L8,Truck,"1,790cc","259,000km",PETROL,3110,5007
NISSAN,JUKE,Nagoya - Japan,DBA-YF15,2014/1,AT,Wine,2WD,5,RHD,5,HR15,SUV,"1,490cc","98,000km",PETROL,3110,4697
TOYOTA,COROLLA AXIO,Yokohama - Japan,DBA-NZE141,2008/5,AT,Silver,2WD,4,RHD,5,1NZ,Sedan,"1,490cc","87,000km",PETROL,3110,4596
NISSAN,JUKE,Hakata - Japan,DBA-YF15,2014/2,AT,Pearl,2WD,5,RHD,5,HR15,SUV,"1,490cc","103,000km",PETROL,3110,4697
TOYOTA,PROBOX VAN,Nagoya - Japan,DBE-NCP50V,2014/1,AT,Silver,2WD,5,RHD,2[5],2NZ,Van,"1,290cc","141,000km",PETROL,3110,4595
BMW,X1,Kobe - Japan,ABA-VL18,2011/12,AT,White,2WD,5,RHD,5,N46B20B,SUV,"1,990cc","90,000km",PETROL,3110,4802
TOYOTA,PROBOX VAN,Yokohama - Japan,CBE-NCP51V,2009/12,AT,White,2WD,5,RHD,2[5],1NZ,Van,"1,490cc","136,000km",PETROL,3110,4595
TOYOTA,COROLLA,Yokohama - Japan,GF-AE110,1999/12,MT,Gray,2WD,4,RHD,5,5A,Sedan,"1,490cc","201,000km",PETROL,3100,4483
TOYOTA,PROBOX WAGON,Nagoya - Japan,DBA-NCP58G,2012/9,AT,Black,2WD,5,RHD,5,1NZ,Station Wagon,"1,490cc","120,000km",PETROL,3100,4585
MAZDA,DEMIO,Yokohama - Japan,DBA-DJ3AS,2016/3,AT,Red,4WD,5,RHD,5,P3,Hatchback,"1,290cc","177,000km",PETROL,3100,4584
TOYOTA,IST,Kobe - Japan,UA-NCP61,2002/8,AT,Pearl,2WD,5,RHD,,,Hatchback,"1,500cc","61,000km",PETROL,3100,4482
SUBARU,IMPREZA SPORT HYBRID,Osaka - Japan,DAA-GPE,2016/5,AT,Blue,4WD,5,RHD,5,FB20-MA1,Hatchback,"1,990cc","145,000km",HYBRID(PETROL),3090,4677
NISSAN,NOTE,Yokohama - Japan,DBA-E12,2015/10,5MT,Pearl,2WD,5,RHD,5,HR16,Hatchback,"1,590cc","208,000km",PETROL,3090,4574
MERCEDES,E CLASS,Osaka - Japan,DBA-212054C,2010/2,AT,White,2WD,4,RHD,5,272M30,Sedan,"2,990cc","111,000km",PETROL,3090,4883
MERCEDES,E CLASS,Yokohama - Japan,DBA-212047C,2010/6,AT,Silver,2WD,4,RHD,5,271,Sedan,"1,790cc","101,000km",PETROL,3090,4883
SUBARU,IMPREZA,Yokohama - Japan,TA-GDA,2004/3,AT,Blue,4WD,4,RHD,5,EJ20,Sedan,"1,990cc","155,000km",PETROL,3090,4575
TOYOTA,PROBOX VAN,Hakata - Japan,CBE-NCP51V,2007/12,AT,White,2WD,5,RHD,2[5],1NZ,Van,"1,490cc","105,000km",PETROL,3090,4575
SUBARU,FORESTER,Yokohama - Japan,DBA-SH5,2009/3,AT,Blue(L),4WD,5,RHD,5,EJ20,SUV,"1,990cc","129,000km",PETROL,3090,4884
TOYOTA,HARRIER,Yokohama - Japan,GF-MCU10W,1999/3,AT,Pearl2,2WD,5,RHD,5,1MZ,SUV,"2,990cc","177,000km",PETROL,3090,4885
NISSAN,CARAVAN,Yokohama - Japan,LC-VPE25,2004/9,AT,WHITE2,2WD,4,RHD,3[8],KA20,Van,"1,990cc","82,000km",PETROL,3090,5041
NISSAN,CARAVAN,Nagoya - Japan,CBF-VRE25,2008/12,AT,Silver,2WD,5,RHD,2[5],QR20,Van,"1,990cc","238,000km",PETROL,3090,5041
TOYOTA,PRIUS ALPHA,Yokohama - Japan,DAA-ZVW41W,2012/6,AT,Blue(D),2WD,5,RHD,5,2ZR-5JM,Station Wagon,"1,790cc","211,000km",HYBRID(PETROL),3090,4782
TOYOTA,IST,Yokohama - Japan,UA-NCP60,2003/12,AT,Red,2WD,5,RHD,5,2NZ,Hatchback,"1,290cc","57,000km",PETROL,3090,4472
TOYOTA,MARK X,Kobe - Japan,DBA-GRX130,2011/8,AT,Pearl,2WD,4,RHD,5,4GR,Sedan,"2,490cc","83,000km",PETROL,3090,4780
NISSAN,CARAVAN,Yokohama - Japan,GE-VPE25,2002/12,AT,Silver,2WD,4,RHD,3[6],KA20,Van,"1,990cc","34,000km",PETROL,3090,5041
TOYOTA,IST,Yokohama - Japan,CBA-NCP60,2004/2,AT,Silver,2WD,5,RHD,5,2NZ,Hatchback,"1,290cc","60,000km",PETROL,3090,4472
TOYOTA,PROBOX VAN,Nagoya - Japan,DBE-NCP50V,2011/8,AT,Silver,2WD,5,RHD,2[5],2NZ,Van,"1,290cc","200,000km",PETROL,3090,4575
TOYOTA,CROWN,Hakata - Japan,DBA-GRS200,2011/12,AT,Silver,2WD,4,RHD,5,4GR,Sedan,"2,490cc","100,000km",PETROL,3090,4782
TOYOTA,ALPHARD 2018,Kobe - Japan,DBA-CWFFW,2017/9,AT,Pearl,2WD,5,RHD,7,PE,Mini Van,"1,990cc","101,000km",PETROL,3090,4782
TOYOTA,ALPHARD,Yokohama - Japan,DBA-ANH15W,2006/2,AT,Beige,4WD,5,RHD,,,Mini Van,"2,400cc","75,000km",PETROL,3090,5145
TOYOTA,VELLFIRE,Nagoya - Japan,DBA-GGH20W,2008/7,AT,Pearl,2WD,5,RHD,7,2GR,Mini Van,"3,450cc","213,000km",PETROL,3080,5135
MAZDA,BONGO TRUCK,Nagoya - Japan,TC-SK82T,2005/11,MT,White,2WD,2,RHD,3,F8,Truck,"1,780cc","110,000km",PETROL,3080,4874
MAZDA,TITAN,Osaka - Japan,KR-SYF6T,2007/2,MT,White,2WD,2,RHD,3,RF,Truck,"1,990cc","114,000km",DIESEL,3080,5031
BMW,3 SERIES,Osaka - Japan,LDA-3D20,2013/9,AT,Silver,2WD,4,RHD,5,N47D20C,Sedan,"1,990cc","145,000km",DIESEL,3080,4669
NISSAN,JUKE,Yokohama - Japan,CBA-NF15,2011/6,AT,Red,4WD,5,RHD,5,MR16,SUV,"1,610cc","137,000km",PETROL,3080,4667
TOYOTA,PROBOX VAN,Nagoya - Japan,CBE-NCP50V,2007/5,AT,White,2WD,5,RHD,2[5],2NZ,Van,"1,290cc","128,000km",PETROL,3080,4565
TOYOTA,AURIS,Osaka - Japan,DBA-NZE151H,2008/6,AT,Pearl,2WD,5,RHD,5,1NZ,Hatchback,"1,490cc","82,000km",PETROL,3070,4656
TOYOTA,ROOMY 2019,Osaka - Japan,DBA-M900A,2019/7,AT,Pearl,2WD,5,RHD,5,1KR,Mini Van,990cc,"123,000km",PETROL,3070,4554
TOYOTA,SUCCEED VAN,Hakata - Japan,DBE-NCP51V,2013/12,AT,Silver,2WD,5,RHD,2[5],1NZ,Van,"1,490cc","125,000km",PETROL,3070,4556
NISSAN,ATLAS TRUCK,Yokohama - Japan,TKG-SZ2F24,2014/1,SMOOTHER,White,2WD,2,RHD,3,ZD30,Truck,"2,950cc","260,000km",DIESEL,3070,5021
DAIHATSU,BEGO,Hakata - Japan,CBA-J210G,2010/4,5MT,Pearl,4WD,5,RHD,5,3SZ,SUV,"1,490cc","214,000km",PETROL,3070,4657
TOYOTA,VITZ,Nagoya - Japan,DBA-NSP130,2015/9,AT,Yellow,2WD,5,RHD,5,1NR,Hatchback,"1,320cc","38,000km",PETROL,3070,4452
TOYOTA,VOXY,Hakata - Japan,DBA-ZRR70W,2012/4,AT,Black,2WD,5,RHD,8,3ZR,Wagon,"1,980cc","147,000km",PETROL,3070,4968
TOYOTA,SUCCEED VAN,Nagoya - Japan,CBE-NCP51V,2009/5,AT,Blue(L),2WD,5,RHD,2[5],1NZ,Van,"1,490cc","151,000km",PETROL,3070,4556
TOYOTA,SUCCEED VAN,Yokohama - Japan,DBE-NCP51V,2014/3,AT,White,2WD,5,RHD,2[5],1NZ,Van,"1,490cc","131,000km",PETROL,3070,4556
